序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
24,301252,同星科技,33.29,10.34,3.12,183028.0,614533858.86,15.81,35.27,30.5,30.51,30.17,2.98,38.71,47.7,4.32,5633514898.0,1573965848.0,0.03,0.12,11.23,44.49
25,688668,鼎通科技,129.61,10.28,12.08,137214.0,1809382983.0,17.02,139.0,119.0,119.0,117.53,1.36,9.86,76.63,9.49,18041935707.0,18041935707.0,0.0,0.26,32.42,180.78
26,000981,山子高科,4.03,10.11,0.37,11514365.0,4466819894.48,12.84,4.03,3.56,3.58,3.66,0.93,12.1,69.18,23.93,40289807679.0,38338825055.0,0.0,0.0,4.68,101.5
27,000665,湖北广电,6.01,10.07,0.55,762816.0,458438455.35,0.73,6.01,5.97,6.01,5.46,4.76,6.71,-13.22,1.7,6834268465.0,6834089878.0,0.0,0.0,1.52,30.65
28,600376,首开股份,6.89,10.06,0.63,3666225.0,2389698516.0,15.5,6.89,5.92,6.08,6.26,1.49,14.21,-4.29,2.73,17773204517.0,17773204517.0,0.0,0.0,-6.89,161.98
29,603359,东珠生态,9.97,10.04,0.91,602792.0,575754894.0,12.91,9.97,8.8,8.89,9.06,2.36,13.51,-110.3,1.68,4447577120.0,4447577120.0,0.0,0.0,11.02,80.29
30,002177,御银股份,8.55,10.04,0.78,1488431.0,1267890064.61,5.02,8.55,8.16,8.55,7.77,2.15,22.05,417.51,3.81,6508185564.0,5770557134.0,0.0,0.0,14.92,90.42
31,001299,美能能源,13.37,10.04,1.22,124801.0,161146241.65,12.92,13.37,11.8,12.06,12.15,1.37,5.71,36.72,2.75,3244078162.0,2920020287.0,0.0,0.0,11.14,50.9
32,002905,金逸影视,11.62,10.04,1.06,201713.0,225740685.44,10.98,11.62,10.46,10.48,10.56,4.0,5.77,172.76,46.04,4372838400.0,4060492800.0,0.0,0.0,9.42,47.46
33,600192,长城电工,10.52,10.04,0.96,368236.0,379713677.0,11.72,10.52,9.4,9.4,9.56,2.22,8.34,-21.98,4.58,4647188960.0,4647188960.0,0.0,0.0,14.72,82.32
34,002383,合众思壮,13.27,10.03,1.21,1204011.0,1482922730.06,15.42,13.27,11.41,11.6,12.06,1.12,16.26,939.97,5.8,9824581247.0,9824581247.0,0.0,0.0,51.31,68.4
35,002969,嘉美包装,11.85,10.03,1.08,82745.0,98053109.4,0.0,11.85,11.85,11.85,10.77,1.9,0.87,216.84,4.85,11322105560.0,11249444346.0,0.0,0.0,235.69,284.74
36,002413,雷科防务,11.41,10.03,1.04,2137970.0,2436971901.06,1.74,11.41,11.23,11.41,10.37,0.61,16.53,-124.38,4.49,15026851655.0,14754035954.0,0.0,0.0,114.88,161.7
37,600776,东方通信,16.89,10.03,1.54,722251.0,1196758385.0,11.01,16.89,15.2,15.2,15.35,1.3,7.55,43.67,5.61,21213841081.0,16146841081.0,0.0,0.0,33.52,51.75
38,603626,科森科技,19.53,10.03,1.78,931981.0,1761267026.0,13.3,19.53,17.17,17.21,17.75,1.13,16.8,-70.81,5.08,10836800346.0,10836800346.0,0.0,0.0,37.92,150.38
39,000559,万向钱潮,15.69,10.03,1.43,2346790.0,3446306939.08,13.25,15.69,13.8,13.88,14.26,1.19,7.08,50.45,5.53,52017973986.0,52005198718.0,0.0,0.0,20.88,162.81
40,001208,华菱线缆,24.38,10.02,2.22,1072419.0,2571120240.11,12.18,24.38,21.68,22.07,22.16,0.77,40.71,126.65,5.38,15562983532.0,6421637072.0,0.0,0.0,97.09,170.29
41,600682,南京新百,8.89,10.02,0.81,565817.0,495865767.0,7.55,8.89,8.28,8.28,8.08,1.6,4.86,42.23,0.68,11958225445.0,10348495845.0,0.0,0.0,20.62,30.35
42,000703,恒逸石化,10.98,10.02,1.0,920705.0,981697903.91,10.52,10.98,9.93,9.94,9.98,1.54,2.57,128.38,1.7,39556746892.0,39347584480.0,0.0,0.0,63.15,76.24
43,603211,晋拓股份,23.61,10.02,2.15,156928.0,359081018.0,10.3,23.61,21.4,21.48,21.46,1.31,5.77,86.13,5.22,6417386880.0,6417386880.0,0.0,0.0,25.32,58.03
44,002527,新时达,17.15,10.01,1.56,357079.0,599731079.79,8.08,17.15,15.89,15.89,15.59,1.83,6.75,1962.32,9.09,11371501141.0,9077157625.0,0.0,0.0,-12.14,95.33
45,603278,大业股份,15.49,10.01,1.41,262398.0,405975188.0,2.98,15.49,15.07,15.49,14.08,0.72,7.68,169.86,2.64,5293852982.0,5293852982.0,0.0,0.0,41.2,104.08
46,603798,康普顿,16.27,10.01,1.48,107829.0,169911687.0,10.62,16.27,14.7,14.88,14.79,2.87,4.2,57.15,3.61,4172435806.0,4172435806.0,0.0,0.0,-2.22,86.58
47,603458,勘设股份,10.44,10.01,0.95,419191.0,422596515.0,12.01,10.44,9.3,10.0,9.49,1.57,13.69,-18.15,1.12,3195939926.0,3195939926.0,0.0,0.0,24.58,80.62
48,600506,统一股份,29.12,10.01,2.65,560476.0,1545918296.0,11.67,29.12,26.03,26.73,26.47,3.45,29.19,85.23,11.66,5591591358.0,5591591358.0,0.0,0.0,50.72,41.36
49,002757,南兴股份,17.7,10.01,1.61,233417.0,405101548.88,6.28,17.7,16.69,16.9,16.09,7.72,8.28,42.72,2.62,5229569660.0,4992354402.0,0.0,0.0,-1.28,16.6
50,605003,众望布艺,32.32,10.01,2.94,84308.0,266754119.0,7.56,32.32,30.1,30.17,29.38,1.73,7.66,50.89,2.47,3555200000.0,3555200000.0,0.0,0.0,39.07,74.8
51,603009,北特科技,48.4,10.0,4.4,227399.0,1059508259.0,11.27,48.4,43.44,43.55,44.0,2.57,6.72,132.61,9.54,16384666531.0,16378994148.0,0.0,0.0,-13.91,24.1
52,605069,正和生态,14.85,10.0,1.35,310939.0,453335375.0,7.7,14.85,13.81,14.65,13.5,1.53,36.95,-111.1,3.69,3143712003.0,1249794978.0,0.0,0.0,42.93,94.63
53,002009,天奇股份,23.43,10.0,2.13,1051544.0,2424755299.58,7.79,23.43,21.77,21.77,21.3,2.46,29.69,105.18,4.71,9424324040.0,8297091792.0,0.0,0.0,36.3,53.94
54,002591,恒大高新,9.02,10.0,0.82,84406.0,76133806.1,0.0,9.02,9.02,9.02,8.2,0.78,3.78,-881.91,4.11,2707799346.0,2016082407.0,0.0,0.0,52.88,83.33
55,603192,汇得科技,28.72,10.0,2.61,150708.0,412753698.0,9.69,28.72,26.19,26.24,26.11,3.83,10.81,40.1,2.55,4071186856.0,4003753732.0,0.0,0.0,34.46,98.48
56,600552,凯盛科技,12.43,10.0,1.13,1002894.0,1233278880.0,10.62,12.43,11.23,11.25,11.3,4.06,10.62,68.43,2.76,11741463692.0,11741463692.0,0.0,0.0,-5.33,9.42
57,605255,天普股份,218.02,10.0,19.82,9998.0,214671080.0,5.06,218.02,208.0,208.0,198.2,0.31,0.75,1228.19,36.23,29232121600.0,29232121600.0,0.0,0.0,96.04,1662.49
58,002931,锋龙股份,28.82,10.0,2.62,1302.0,3752969.22,0.0,28.82,28.82,28.82,26.2,0.03,0.06,219.49,6.63,6297338770.0,5800126677.0,0.0,0.0,87.87,77.79
59,603686,福龙马,31.58,10.0,2.87,1419355.0,4236522951.0,13.69,31.58,27.65,28.51,28.71,1.7,34.17,86.87,3.87,13119292158.0,13119292158.0,0.0,0.0,44.86,208.4
60,002342,巨力索具,8.58,10.0,0.78,1947654.0,1612876562.49,12.05,8.58,7.64,7.72,7.8,1.58,20.4,558.39,3.38,8236800000.0,8191240200.0,0.0,0.0,15.79,165.63
61,603119,浙江荣泰,117.81,10.0,10.71,226821.0,2550089138.0,11.42,117.81,105.58,108.4,107.1,1.6,11.13,158.12,21.88,42852462692.0,24019041892.0,0.0,0.0,6.88,430.68
62,603722,阿科力,41.38,9.99,3.76,44722.0,183054486.0,6.78,41.38,38.83,39.81,37.62,4.65,4.67,-185.01,4.23,4043658607.0,3960071007.0,0.0,0.0,-5.24,-1.24
63,603667,五洲新春,63.62,9.99,5.78,411417.0,2538968363.0,9.91,63.62,57.89,58.2,57.84,1.25,11.23,177.43,7.81,23297820227.0,23297820227.0,0.0,0.0,36.67,158.3
64,605086,龙高股份,46.46,9.99,4.22,80846.0,363841887.0,9.38,46.46,42.5,42.87,42.24,2.04,4.51,78.08,6.51,8325632000.0,8325632000.0,0.0,0.0,80.92,49.82
65,002050,三花智控,52.5,9.99,4.77,2811101.0,14133714654.22,11.77,52.5,46.88,47.0,47.73,1.72,7.63,51.1,6.98,220920731588.0,193420370483.0,0.0,0.0,12.66,125.71
66,603608,天创时尚,9.36,9.99,0.85,697595.0,633681254.0,10.11,9.36,8.5,9.15,8.51,1.97,16.62,-563.83,3.72,3928541891.0,3928541891.0,0.0,0.0,21.56,151.61
67,605028,世茂能源,30.51,9.99,2.77,53750.0,158219414.0,11.54,30.51,27.31,27.75,27.74,3.7,3.36,31.25,3.71,4881600000.0,4881600000.0,0.0,0.0,-0.94,92.74
68,001266,宏英智能,35.79,9.99,3.25,96619.0,338570157.6,7.96,35.79,33.2,34.54,32.54,3.58,16.75,226.97,3.93,3692445710.0,2064580580.0,0.0,0.0,24.31,56.56
69,000411,英特集团,13.23,9.98,1.2,419829.0,546753488.89,10.89,13.23,11.92,12.1,12.03,1.96,12.68,16.25,1.45,6988354344.0,4381881033.0,0.0,0.76,19.08,28.82
70,000700,模塑科技,13.89,9.98,1.26,1158389.0,1576563605.03,8.0,13.89,12.88,13.07,12.63,1.65,12.62,25.5,3.43,12751233753.0,12751233753.0,0.0,0.0,25.36,104.26
71,002196,方正电机,15.43,9.98,1.4,1355743.0,1977801013.3,13.04,15.43,13.6,13.69,14.03,1.42,27.77,417.12,5.41,7651303880.0,7534243830.0,0.0,0.0,50.68,187.87
72,002347,泰尔股份,11.25,9.97,1.02,2174720.0,2278705314.23,19.94,11.25,9.21,9.21,10.23,2.83,44.08,-79.32,4.96,5677900605.0,5550557636.0,0.0,0.0,36.03,67.41
73,600271,航天信息,11.59,9.96,1.05,890845.0,1006213368.0,10.53,11.59,10.48,10.54,10.54,0.78,4.81,-35.19,1.59,21474932954.0,21474932954.0,0.0,0.0,39.3,27.22
74,000530,冰山冷热,7.52,9.94,0.68,842557.0,605471694.06,12.13,7.52,6.69,6.8,6.84,1.42,14.04,52.67,1.99,6340958053.0,4512311802.0,0.0,0.0,21.68,26.17
75,603216,梦天家居,46.4,9.9,4.18,76405.0,337800635.0,12.46,46.44,41.18,42.63,42.22,1.22,3.43,137.64,5.77,10332816000.0,10332816000.0,0.0,0.17,152.31,335.27
76,920533,骏创科技,33.32,9.61,2.92,125252.0,408781871.43,20.59,36.0,29.74,30.0,30.4,3.47,17.35,158.59,12.35,4356834169.0,2406033868.0,0.06,0.18,-6.75,95.08
77,688593,新相微,20.9,9.54,1.82,215292.0,439528579.0,13.1,21.47,18.97,19.17,19.08,3.74,6.67,880.94,6.2,9604164711.0,6744048011.0,-0.05,-0.05,-5.47,14.21
78,300115,长盈精密,45.13,9.49,3.91,1816285.0,7939998022.83,19.29,47.99,40.04,40.3,41.22,1.74,13.39,98.44,7.41,61416782924.0,61235575052.0,0.09,-0.02,8.85,180.14
79,688110,东芯股份,134.91,9.49,11.69,385090.0,5155428033.0,14.61,142.66,124.66,125.39,123.22,1.85,8.71,-306.11,19.18,59663914852.0,59663914852.0,0.02,0.01,22.05,441.81
80,688017,绿的谐波,191.1,9.19,16.09,149693.0,2760467222.0,16.28,200.0,171.5,172.02,175.01,2.63,8.17,280.52,9.99,35034386888.0,35034386888.0,-0.03,0.08,6.94,77.01
81,688028,沃尔德,64.97,9.19,5.47,141803.0,901407968.0,12.24,65.88,58.6,58.89,59.5,1.4,9.39,103.01,5.0,9807156530.0,9807156530.0,-0.2,0.19,24.97,198.16
82,300743,天地数码,22.99,9.16,1.93,110907.0,253003589.68,11.4,23.53,21.13,21.16,21.06,2.56,8.7,28.62,5.6,3476402572.0,2929176499.0,0.0,0.04,27.86,55.97
83,920690,捷众科技,34.69,9.16,2.91,47348.0,161874388.19,9.94,35.66,32.5,32.8,31.78,1.85,10.99,32.33,3.94,2299947000.0,1495107085.0,0.0,0.55,-3.88,98.0
84,920100,三协电机,77.59,9.13,6.49,57194.0,428854119.87,23.74,84.88,68.0,69.0,71.1,1.78,33.45,93.06,13.56,5726863587.0,1326799707.0,-0.14,-0.88,10.21,831.45
85,002471,中超控股,7.51,9.0,0.62,1617564.0,1203900139.51,5.37,7.58,7.21,7.38,6.89,0.57,12.05,-308.6,5.89,10279387600.0,10082728960.0,-0.92,-0.92,50.5,175.09
86,301550,斯菱智驱,135.39,8.92,11.09,150838.0,1980119214.35,16.8,141.88,121.0,121.82,124.3,2.06,10.69,167.97,17.37,31312322250.0,19100762982.0,-0.01,0.3,46.7,294.84
87,300716,ST泉为,11.97,8.62,0.95,63018.0,75195153.5,12.34,12.25,10.89,10.89,11.02,2.88,3.94,-24.43,-1822.02,1915439400.0,1915439400.0,0.17,0.17,-11.92,-3.16
88,301076,新瀚新材,49.64,8.62,3.94,245064.0,1182443293.37,15.82,52.6,45.37,45.7,45.7,2.62,22.32,126.36,7.4,8681102768.0,5451045441.0,0.0,-0.04,-5.86,110.25
89,300848,美瑞新材,17.37,8.49,1.36,344765.0,578650399.03,11.56,17.47,15.62,15.88,16.01,5.72,13.62,95.54,4.81,7432408081.0,4396738033.0,0.12,1.4,8.36,7.35
90,300101,振芯科技,27.78,8.39,2.15,605392.0,1639823313.0,13.3,28.86,25.45,25.6,25.63,1.83,10.7,127.53,8.56,15776420346.0,15724686069.0,0.0,-0.11,11.25,28.67
91,601698,中国卫通,32.48,8.27,2.48,3752657.0,11970612678.0,14.73,33.0,28.58,29.0,30.0,1.6,8.88,360.14,8.65,137208038182.0,137208038182.0,0.0,-1.55,55.56,59.45
92,603037,凯众股份,14.56,8.25,1.11,321069.0,462917423.0,11.45,14.8,13.26,13.35,13.45,6.06,12.06,50.13,4.02,3896288148.0,3875027636.0,0.14,-0.14,3.04,50.72
93,601689,拓普集团,77.88,8.24,5.93,535166.0,4030400834.0,10.65,78.78,71.12,71.5,71.95,2.05,3.08,51.62,5.82,135342634970.0,135342634970.0,-0.01,-0.08,-3.28,60.64
94,603728,鸣志电器,72.98,8.23,5.55,215067.0,1531105292.0,10.4,73.89,66.88,66.88,67.43,3.09,5.13,460.04,10.31,30570044850.0,30570044850.0,-0.01,0.04,-10.78,35.2
95,300946,恒而达,57.15,8.2,4.33,73652.0,410331738.43,10.45,57.57,52.05,52.95,52.82,2.52,9.72,151.79,7.38,8915845770.0,4332215745.0,-0.03,-0.12,-5.89,176.62
96,301187,欧圣电气,27.59,8.11,2.07,135417.0,376729204.87,8.58,28.89,26.7,26.88,25.52,3.18,5.31,40.45,4.64,7033615955.0,7033593193.0,0.0,0.07,-0.61,15.2
97,300782,卓胜微,82.4,8.09,6.17,384023.0,3185470876.03,14.85,88.0,76.68,77.68,76.23,3.63,8.57,-193.64,4.4,44079319515.0,36935595648.0,-0.01,0.09,1.75,-8.04
98,301288,*ST清研,17.78,8.09,1.33,23318.0,40613011.9,10.52,18.08,16.35,16.4,16.45,3.97,2.99,-278.31,2.42,1920417800.0,1388789061.0,-0.11,-0.17,6.59,15.98
99,605167,利柏特,15.1,8.01,1.12,398909.0,595985816.0,8.94,15.38,14.13,14.3,13.98,1.09,8.88,28.58,3.43,6780957000.0,6780957000.0,-0.26,0.2,43.67,58.45
100,603179,新泉股份,74.19,7.96,5.47,215944.0,1564619625.0,9.14,74.99,68.71,68.71,68.72,1.74,4.23,45.59,5.29,37847427042.0,37847427042.0,0.0,0.0,-10.95,74.98
101,603225,新凤鸣,19.9,7.86,1.45,266935.0,520486042.0,10.89,20.21,18.2,18.41,18.45,1.57,1.76,26.19,1.73,30338657296.0,30160590106.0,0.0,0.1,23.76,82.4
102,300918,南山智尚,19.06,7.74,1.37,430228.0,783286751.0,9.89,19.08,17.33,17.35,17.69,2.04,8.5,61.66,2.54,9646922179.0,9646922179.0,0.0,0.63,-15.74,88.34
103,002899,英派斯,28.13,7.74,2.02,158977.0,436737405.88,11.18,28.72,25.8,26.22,26.11,3.01,10.76,61.44,2.39,4157528935.0,4157528935.0,-0.11,-0.35,22.09,25.86
104,002896,中大力德,92.15,7.73,6.61,219933.0,1977846034.01,9.0,92.2,84.5,85.0,85.54,2.91,11.19,237.41,15.15,18109564041.0,18109564041.0,0.02,0.17,-3.0,213.97
105,300937,药易购,35.65,7.64,2.53,125651.0,434958975.37,12.08,36.3,32.3,32.89,33.12,1.13,19.97,-306.1,4.1,3410517213.0,2243032154.0,0.37,0.22,33.02,43.06
106,300965,恒宇信通,71.33,7.59,5.03,48784.0,341055467.12,11.3,72.71,65.22,66.3,66.3,2.13,8.76,124.74,3.48,4279800000.0,3974061788.0,-0.07,0.25,19.98,102.47
107,301056,森赫股份,16.8,7.42,1.16,172482.0,285164521.38,16.18,17.68,15.15,15.34,15.64,1.25,9.8,60.64,5.85,4482016006.0,2956729944.0,0.12,0.06,34.94,121.64
108,301181,标榜股份,47.5,7.32,3.24,97288.0,452699425.14,10.62,48.0,43.3,43.82,44.26,1.71,10.79,45.51,3.83,5488196218.0,4283608093.0,0.4,1.0,51.13,134.11
109,002092,中泰化学,5.15,7.29,0.35,1251510.0,627569496.0,8.54,5.19,4.78,4.79,4.8,3.63,4.86,-55.82,0.62,13338600513.0,13264394163.0,-0.39,-0.19,11.96,19.49
110,301265,华新环保,13.15,7.17,0.88,148750.0,191589451.32,8.64,13.32,12.26,12.52,12.27,3.78,8.76,55.0,1.88,3984097343.0,2232832562.0,0.0,0.08,10.32,47.42
111,600580,卧龙电驱,49.63,7.08,3.28,1802945.0,8715732838.0,10.85,50.5,45.47,45.64,46.35,1.44,11.57,71.03,7.24,77527892071.0,77305301521.0,0.0,0.14,2.12,249.26
112,003041,真爱美家,49.84,7.07,3.29,141237.0,710825549.44,5.09,51.21,48.84,49.5,46.55,2.0,10.32,23.37,4.9,7176960000.0,6819278256.0,-0.04,0.56,103.68,91.54
113,002493,荣盛石化,11.98,7.06,0.79,1072056.0,1260868781.39,8.85,12.17,11.18,11.24,11.19,2.42,1.15,101.02,2.74,119673518203.0,112159138078.0,-0.08,0.0,25.18,33.71
114,300058,蓝色光标,9.6,7.02,0.63,8446304.0,8145423535.94,9.36,10.2,9.36,9.36,8.97,2.55,24.27,132.1,4.34,34466123779.0,33408285677.0,0.0,0.1,46.34,44.8
115,603286,日盈电子,67.15,7.01,4.4,102418.0,675147315.0,10.39,68.03,61.51,62.0,62.75,1.87,8.87,-323.3,9.37,7883136767.0,7750105902.0,0.22,-0.27,46.11,243.48
116,605196,华通线缆,35.19,6.96,2.29,196543.0,680245840.0,9.09,35.59,32.6,32.77,32.9,1.76,3.89,52.41,5.45,17982187863.0,17769640263.0,0.06,0.09,46.02,202.84
117,000807,云铝股份,31.65,6.82,2.02,611793.0,1881311387.9,9.55,31.73,28.9,29.0,29.63,1.41,1.76,18.72,3.4,109760851868.0,109759701264.0,0.09,-0.13,58.81,142.9
118,600346,恒力石化,22.43,6.81,1.43,562500.0,1241310632.0,9.05,22.8,20.9,20.92,21.0,1.93,0.8,23.58,2.44,157887008200.0,157887008200.0,0.0,0.0,31.94,51.35
119,301486,致尚科技,126.0,6.66,7.87,128053.0,1631718752.21,16.7,135.0,115.27,115.27,118.13,1.66,17.67,74.5,6.2,16213805370.0,9129173130.0,0.12,-0.36,37.55,165.54
120,603275,众辰科技,45.7,6.63,2.84,70139.0,316532696.0,9.1,46.61,42.71,43.0,42.86,3.62,16.89,36.4,2.32,6798873591.0,1898193509.0,0.11,0.22,-18.52,34.93
121,920491,奥迪威,31.13,6.61,1.93,121237.0,368636137.51,9.14,31.6,28.93,29.17,29.2,2.55,10.49,46.11,4.19,4393787193.0,3597851960.0,0.06,0.26,-11.69,46.84
122,002472,双环传动,47.25,6.59,2.92,427482.0,1968263175.37,11.41,48.68,43.62,43.8,44.33,1.98,5.66,33.51,4.17,40142534135.0,35683294217.0,0.02,0.15,-5.22,56.35
123,688711,宏微科技,33.12,6.56,2.04,337637.0,1069832884.0,12.68,33.54,29.6,30.12,31.08,1.65,15.84,986.53,6.78,7057628667.0,7057628667.0,0.06,0.36,27.93,91.67
124,002201,九鼎新材,11.94,6.51,0.73,2053580.0,2317615999.94,19.89,12.33,10.1,10.4,11.21,3.93,34.11,77.26,6.68,7780536718.0,7188159635.0,0.0,-0.17,51.33,130.5
125,300132,青松股份,8.69,6.5,0.53,430401.0,366024623.81,8.21,8.8,8.13,8.16,8.16,1.96,8.47,30.4,3.19,4489087899.0,4415226358.0,0.12,0.35,41.76,76.27
126,300539,横河精密,43.5,6.44,2.63,207262.0,876697216.38,9.96,44.07,40.0,40.22,40.87,2.06,12.01,233.25,10.04,11662378797.0,7505317088.0,0.07,-0.07,-7.8,314.68
127,688081,兴图新科,35.51,6.38,2.13,101037.0,354163131.0,11.35,36.49,32.7,32.7,33.38,1.76,9.81,-61.33,9.35,3658950400.0,3658950400.0,0.31,0.37,-2.18,125.6
128,688648,中邮科技,62.74,6.38,3.76,69476.0,429037632.0,10.95,64.28,57.82,58.54,58.98,1.71,9.99,9.52,3.83,8532640000.0,4362244692.0,0.0,0.0,-11.62,169.39
129,002083,孚日股份,12.04,6.36,0.72,2316726.0,2730848339.22,17.14,12.45,10.51,11.11,11.32,1.43,24.48,28.88,2.49,11397533704.0,11393759164.0,-0.08,-0.41,149.28,153.47
130,002048,宁波华翔,31.93,6.26,1.88,464987.0,1449284207.3,8.65,32.28,29.68,30.0,30.05,1.3,6.55,219.66,2.31,25985691585.0,22663958159.0,0.03,0.0,-21.02,162.8
131,603171,税友股份,54.1,6.18,3.15,87039.0,469933988.0,9.42,55.98,51.18,51.86,50.95,2.49,2.14,149.29,8.71,21983264500.0,21958649000.0,0.0,-0.26,10.16,78.55
132,300953,震裕科技,168.98,6.18,9.83,99567.0,1640701593.64,9.77,171.55,156.0,158.03,159.15,1.89,7.98,53.37,6.85,29314266984.0,21080862314.0,0.05,0.55,-6.1,238.64
133,603122,合富中国,26.0,6.17,1.51,985167.0,2463340753.0,16.09,26.94,23.0,24.29,24.49,1.35,24.75,-626.67,9.36,10349368458.0,10349368458.0,0.08,-0.34,304.35,277.91
134,301133,金钟股份,38.43,6.13,2.22,119249.0,457370278.38,12.7,40.0,35.4,35.85,36.21,1.07,11.86,122.69,3.35,4259578164.0,3864438790.0,0.05,0.47,23.57,76.04
135,600877,电科芯片,17.49,6.13,1.01,968812.0,1685867993.0,11.17,18.13,16.29,16.52,16.48,1.89,8.18,1563.88,8.38,20709200515.0,20709200515.0,0.0,-0.11,23.17,32.6
